REGION,TECHNOLOGY,YEAR,VALUE
GLOBAL,MINGASINT,2021,34.417419983045285
GLOBAL,MINGASINT,2022,38.245619862236886
GLOBAL,MINGASINT,2023,43.80464698200331
GLOBAL,MINGASINT,2024,32.89579812609415
GLOBAL,MINGASINT,2025,36.37051407542504
GLOBAL,MINGASINT,2026,41.358519354838805
GLOBAL,MINGASINT,2027,46.33708549131868
GLOBAL,MINGASINT,2028,51.325090770732416
GLOBAL,MINGASINT,2029,56.31095647490174
GLOBAL,MINGASINT,2030,59.08969088773567
GLOBAL,MINGASINT,2031,62.59840065779158
GLOBAL,MINGASINT,2032,80.2062371324279
GLOBAL,MINGASINT,2033,90.33188990859811
GLOBAL,MINGASINT,2034,119.85831278791512
GLOBAL,MINGASINT,2035,137.96380152717313
GLOBAL,MINGASINT,2036,159.99500496524058
GLOBAL,MINGASINT,2037,175.58725979945498
GLOBAL,MINGASINT,2038,191.18187268756373
GLOBAL,MINGASINT,2039,209.72608965478796
GLOBAL,MINGASINT,2040,228.36997806001284
GLOBAL,MINGASINT,2041,245.21284691487128
GLOBAL,MINGASINT,2042,262.0650618794103
GLOBAL,MINGASINT,2043,278.9342965198516
GLOBAL,MINGASINT,2044,299.83458579161606
GLOBAL,MINGASINT,2045,328.8025644009776
GLOBAL,MINGASINT,2046,372.0377447375725
GLOBAL,MINGASINT,2047,400.048579177166
GLOBAL,MINGASINT,2048,432.3731316250753
GLOBAL,MINGASINT,2049,460.4255021529845
GLOBAL,MINGASINT,2050,488.49568211989674
GLOBAL,PWRBIOKENXX01,2021,0.09
GLOBAL,PWRBIOKENXX01,2022,0.09
GLOBAL,PWRBIOKENXX01,2023,0.09
GLOBAL,PWRBIOKENXX01,2024,0.09
GLOBAL,PWRBIOKENXX01,2025,0.09
GLOBAL,PWRBIOKENXX01,2026,0.09
GLOBAL,PWRBIOKENXX01,2027,0.09
GLOBAL,PWRBIOKENXX01,2028,0.09
GLOBAL,PWRBIOKENXX01,2029,0.09
GLOBAL,PWRBIOKENXX01,2030,0.09
GLOBAL,PWRBIOKENXX01,2031,0.09
GLOBAL,PWRBIOTZAXX01,2021,0.07
GLOBAL,PWRBIOTZAXX01,2022,0.07
GLOBAL,PWRBIOTZAXX01,2023,0.07
GLOBAL,PWRBIOTZAXX01,2024,0.07
GLOBAL,PWRBIOTZAXX01,2025,0.07
GLOBAL,PWRBIOTZAXX01,2026,0.07
GLOBAL,PWRBIOTZAXX01,2027,0.07
GLOBAL,PWRBIOTZAXX01,2028,0.07
GLOBAL,PWRBIOTZAXX01,2029,0.07
GLOBAL,PWRBIOTZAXX01,2030,0.07
GLOBAL,PWRBIOTZAXX01,2031,0.07
GLOBAL,PWRCCGKENXX01,2032,0.06763920685984173
GLOBAL,PWRCCGKENXX01,2033,0.11841098054237244
GLOBAL,PWRCCGKENXX01,2034,0.44344247956951927
GLOBAL,PWRCCGKENXX01,2035,0.5818022130694721
GLOBAL,PWRCCGKENXX01,2036,0.7421865572081922
GLOBAL,PWRCCGKENXX01,2037,0.902288534543852
GLOBAL,PWRCCGKENXX01,2038,1.0626728786825712
GLOBAL,PWRCCGKENXX01,2039,1.2227748560182312
GLOBAL,PWRCCGKENXX01,2040,1.3831592001569517
GLOBAL,PWRCCGKENXX01,2041,1.582227796315046
GLOBAL,PWRCCGKENXX01,2042,1.7812963924731413
GLOBAL,PWRCCGKENXX01,2043,1.9800826218281744
GLOBAL,PWRCCGKENXX01,2044,2.1791512179862687
GLOBAL,PWRCCGKENXX01,2045,2.518219814144365
GLOBAL,PWRCCGKENXX01,2046,3.0468320680503997
GLOBAL,PWRCCGKENXX01,2047,3.296726688759497
GLOBAL,PWRCCGKENXX01,2048,3.6140739426655344
GLOBAL,PWRCCGKENXX01,2049,3.8636861965715705
GLOBAL,PWRCCGKENXX01,2050,4.113580817280669
GLOBAL,PWRCCGTZAXX00,2021,0.208
GLOBAL,PWRCCGTZAXX00,2022,0.208
GLOBAL,PWRCCGTZAXX00,2023,0.208
GLOBAL,PWRCCGTZAXX00,2024,0.208
GLOBAL,PWRCCGTZAXX01,2021,0.33957077615816805
GLOBAL,PWRCCGTZAXX01,2022,0.48884542662353087
GLOBAL,PWRCCGTZAXX01,2023,0.5215594578591791
GLOBAL,PWRCCGTZAXX01,2024,0.5215594578591791
GLOBAL,PWRCCGTZAXX01,2025,0.5766507178371548
GLOBAL,PWRCCGTZAXX01,2026,0.6557350227492199
GLOBAL,PWRCCGTZAXX01,2027,0.7346696710318156
GLOBAL,PWRCCGTZAXX01,2028,0.8137539759438802
GLOBAL,PWRCCGTZAXX01,2029,0.8928043581129778
GLOBAL,PWRCCGTZAXX01,2030,0.936860903217524
GLOBAL,PWRCCGTZAXX01,2031,0.9924911316874612
GLOBAL,PWRCCGTZAXX01,2032,1.2040223407750503
GLOBAL,PWRCCGTZAXX01,2033,1.3137917387086122
GLOBAL,PWRCCGTZAXX01,2034,1.4568986034453708
GLOBAL,PWRCCGTZAXX01,2035,1.605599510788549
GLOBAL,PWRCCGTZAXX01,2036,1.7945176057363883
GLOBAL,PWRCCGTZAXX01,2037,1.8816292070761211
GLOBAL,PWRCCGTZAXX01,2038,1.9684958283120335
GLOBAL,PWRCCGTZAXX01,2039,2.102410482242612
GLOBAL,PWRCCGTZAXX01,2040,2.2376230496529934
GLOBAL,PWRCCGTZAXX01,2041,2.3055963873935923
GLOBAL,PWRCCGTZAXX01,2042,2.3737179067311054
GLOBAL,PWRCCGTZAXX01,2043,2.4423916380629285
GLOBAL,PWRCCGTZAXX01,2044,2.5746949545089133
GLOBAL,PWRCCGTZAXX01,2045,2.694910646297316
GLOBAL,PWRCCGTZAXX01,2046,2.8517876798182664
GLOBAL,PWRCCGTZAXX01,2047,3.0460019257947604
