YEAR,MONTH,HOUR,NODE_1,NODE_2,VALUE
2031,1,24.0,KENXX,TZAXX,-0.02
2032,1,24.0,KENXX,TZAXX,-0.02
2033,1,24.0,KENXX,TZAXX,-0.02
2034,1,24.0,KENXX,TZAXX,-0.02
2035,1,24.0,KENXX,TZAXX,-0.01
2036,1,24.0,KENXX,TZAXX,-0.05
2037,1,24.0,KENXX,TZAXX,-0.05
2038,1,24.0,KENXX,TZAXX,-0.03
2039,1,24.0,KENXX,TZAXX,-0.02
2040,1,24.0,KENXX,TZAXX,-0.02
2041,1,24.0,KENXX,TZAXX,-0.01
2042,1,24.0,KENXX,TZAXX,-0.01
2043,1,24.0,KENXX,TZAXX,-0.01
2044,1,24.0,KENXX,TZAXX,-0.01
2045,1,24.0,KENXX,TZAXX,-0.01
2046,1,24.0,KENXX,TZAXX,-0.02
2047,1,24.0,KENXX,TZAXX,-0.02
2048,1,24.0,KENXX,TZAXX,-0.02
2049,1,24.0,KENXX,TZAXX,-0.02
2050,1,24.0,KENXX,TZAXX,-0.03
2021,2,1.0,KENXX,TZAXX,-0.02
2022,2,1.0,KENXX,TZAXX,-0.02
2023,2,1.0,KENXX,TZAXX,0.02
2021,2,2.0,KENXX,TZAXX,-0.02
2022,2,2.0,KENXX,TZAXX,-0.02
2023,2,2.0,KENXX,TZAXX,0.02
2021,2,3.0,KENXX,TZAXX,-0.02
2022,2,3.0,KENXX,TZAXX,-0.02
2023,2,3.0,KENXX,TZAXX,0.02
2021,2,4.0,KENXX,TZAXX,-0.02
2022,2,4.0,KENXX,TZAXX,-0.02
2023,2,4.0,KENXX,TZAXX,0.02
2021,2,5.0,KENXX,TZAXX,-0.02
2022,2,5.0,KENXX,TZAXX,-0.02
2023,2,5.0,KENXX,TZAXX,0.02
2021,2,6.0,KENXX,TZAXX,-0.02
2022,2,6.0,KENXX,TZAXX,-0.02
2023,2,6.0,KENXX,TZAXX,0.02
2021,2,7.0,KENXX,TZAXX,-0.02
2022,2,7.0,KENXX,TZAXX,-0.02
2023,2,7.0,KENXX,TZAXX,0.02
2021,2,8.0,KENXX,TZAXX,-0.02
2022,2,8.0,KENXX,TZAXX,-0.02
2023,2,8.0,KENXX,TZAXX,0.02
2021,2,9.0,KENXX,TZAXX,-0.02
2022,2,9.0,KENXX,TZAXX,-0.02
2023,2,9.0,KENXX,TZAXX,0.02
2021,2,10.0,KENXX,TZAXX,-0.02
2022,2,10.0,KENXX,TZAXX,-0.02
2023,2,10.0,KENXX,TZAXX,0.02
2021,2,11.0,KENXX,TZAXX,-0.02
2022,2,11.0,KENXX,TZAXX,-0.02
2023,2,11.0,KENXX,TZAXX,0.02
2021,2,12.0,KENXX,TZAXX,-0.02
2022,2,12.0,KENXX,TZAXX,-0.02
2023,2,12.0,KENXX,TZAXX,0.02
2021,2,13.0,KENXX,TZAXX,-0.02
2022,2,13.0,KENXX,TZAXX,-0.02
2023,2,13.0,KENXX,TZAXX,0.02
2021,2,14.0,KENXX,TZAXX,-0.02
2022,2,14.0,KENXX,TZAXX,-0.02
2023,2,14.0,KENXX,TZAXX,0.02
2021,2,15.0,KENXX,TZAXX,-0.02
2022,2,15.0,KENXX,TZAXX,-0.02
2023,2,15.0,KENXX,TZAXX,0.02
2021,2,16.0,KENXX,TZAXX,-0.02
2022,2,16.0,KENXX,TZAXX,-0.02
2023,2,16.0,KENXX,TZAXX,0.02
2021,2,17.0,KENXX,TZAXX,-0.02
2022,2,17.0,KENXX,TZAXX,-0.02
2023,2,17.0,KENXX,TZAXX,0.02
2021,2,18.0,KENXX,TZAXX,-0.02
2022,2,18.0,KENXX,TZAXX,-0.02
2023,2,18.0,KENXX,TZAXX,0.02
2021,2,19.0,KENXX,TZAXX,-0.02
2022,2,19.0,KENXX,TZAXX,-0.02
2023,2,19.0,KENXX,TZAXX,0.02
2021,2,20.0,KENXX,TZAXX,-0.0
2022,2,20.0,KENXX,TZAXX,-0.0
2023,2,20.0,KENXX,TZAXX,0.0
2029,2,20.0,KENXX,TZAXX,0.0
2031,2,20.0,KENXX,TZAXX,-0.02
2032,2,20.0,KENXX,TZAXX,-0.02
2033,2,20.0,KENXX,TZAXX,-0.02
2034,2,20.0,KENXX,TZAXX,-0.02
2035,2,20.0,KENXX,TZAXX,-0.01
2036,2,20.0,KENXX,TZAXX,-0.05
2037,2,20.0,KENXX,TZAXX,-0.05
2038,2,20.0,KENXX,TZAXX,-0.03
2039,2,20.0,KENXX,TZAXX,-0.02
2040,2,20.0,KENXX,TZAXX,-0.02
2041,2,20.0,KENXX,TZAXX,-0.01
2042,2,20.0,KENXX,TZAXX,-0.01
2043,2,20.0,KENXX,TZAXX,-0.01
2044,2,20.0,KENXX,TZAXX,-0.01
2045,2,20.0,KENXX,TZAXX,-0.01
2046,2,20.0,KENXX,TZAXX,-0.02
2047,2,20.0,KENXX,TZAXX,-0.02
2048,2,20.0,KENXX,TZAXX,-0.02
2049,2,20.0,KENXX,TZAXX,-0.02
2050,2,20.0,KENXX,TZAXX,-0.03
2021,2,21.0,KENXX,TZAXX,-0.0
2022,2,21.0,KENXX,TZAXX,-0.0
2023,2,21.0,KENXX,TZAXX,0.0
2029,2,21.0,KENXX,TZAXX,0.0
2031,2,21.0,KENXX,TZAXX,-0.02
2032,2,21.0,KENXX,TZAXX,-0.02
2033,2,21.0,KENXX,TZAXX,-0.02
2034,2,21.0,KENXX,TZAXX,-0.02
2035,2,21.0,KENXX,TZAXX,-0.01
2036,2,21.0,KENXX,TZAXX,-0.05
2037,2,21.0,KENXX,TZAXX,-0.05
2038,2,21.0,KENXX,TZAXX,-0.03
2039,2,21.0,KENXX,TZAXX,-0.02
2040,2,21.0,KENXX,TZAXX,-0.02
2041,2,21.0,KENXX,TZAXX,-0.01
2042,2,21.0,KENXX,TZAXX,-0.01
2043,2,21.0,KENXX,TZAXX,-0.01
2044,2,21.0,KENXX,TZAXX,-0.01
2045,2,21.0,KENXX,TZAXX,-0.01
2046,2,21.0,KENXX,TZAXX,-0.02
2047,2,21.0,KENXX,TZAXX,-0.02
2048,2,21.0,KENXX,TZAXX,-0.02
2049,2,21.0,KENXX,TZAXX,-0.02
2050,2,21.0,KENXX,TZAXX,-0.03
2021,2,22.0,KENXX,TZAXX,-0.0
2022,2,22.0,KENXX,TZAXX,-0.0
2023,2,22.0,KENXX,TZAXX,0.0
2029,2,22.0,KENXX,TZAXX,0.0
2031,2,22.0,KENXX,TZAXX,-0.02
2032,2,22.0,KENXX,TZAXX,-0.02
2033,2,22.0,KENXX,TZAXX,-0.02
2034,2,22.0,KENXX,TZAXX,-0.02
2035,2,22.0,KENXX,TZAXX,-0.01
2036,2,22.0,KENXX,TZAXX,-0.05
2037,2,22.0,KENXX,TZAXX,-0.05
2038,2,22.0,KENXX,TZAXX,-0.03
2039,2,22.0,KENXX,TZAXX,-0.02
2040,2,22.0,KENXX,TZAXX,-0.02
2041,2,22.0,KENXX,TZAXX,-0.01
2042,2,22.0,KENXX,TZAXX,-0.01
2043,2,22.0,KENXX,TZAXX,-0.01
2044,2,22.0,KENXX,TZAXX,-0.01
2045,2,22.0,KENXX,TZAXX,-0.01
2046,2,22.0,KENXX,TZAXX,-0.02
2047,2,22.0,KENXX,TZAXX,-0.02
2048,2,22.0,KENXX,TZAXX,-0.02
2049,2,22.0,KENXX,TZAXX,-0.02
2050,2,22.0,KENXX,TZAXX,-0.03
2021,2,23.0,KENXX,TZAXX,-0.0
2022,2,23.0,KENXX,TZAXX,-0.0
2023,2,23.0,KENXX,TZAXX,0.0
2029,2,23.0,KENXX,TZAXX,0.0
2031,2,23.0,KENXX,TZAXX,-0.02
2032,2,23.0,KENXX,TZAXX,-0.02
2033,2,23.0,KENXX,TZAXX,-0.02
2034,2,23.0,KENXX,TZAXX,-0.02
2035,2,23.0,KENXX,TZAXX,-0.01
2036,2,23.0,KENXX,TZAXX,-0.05
2037,2,23.0,KENXX,TZAXX,-0.05
2038,2,23.0,KENXX,TZAXX,-0.03
2039,2,23.0,KENXX,TZAXX,-0.02
2040,2,23.0,KENXX,TZAXX,-0.02
2041,2,23.0,KENXX,TZAXX,-0.01
2042,2,23.0,KENXX,TZAXX,-0.01
2043,2,23.0,KENXX,TZAXX,-0.01
2044,2,23.0,KENXX,TZAXX,-0.01
2045,2,23.0,KENXX,TZAXX,-0.01
2046,2,23.0,KENXX,TZAXX,-0.02
2047,2,23.0,KENXX,TZAXX,-0.02
2048,2,23.0,KENXX,TZAXX,-0.02
2049,2,23.0,KENXX,TZAXX,-0.02
2050,2,23.0,KENXX,TZAXX,-0.03
2021,2,24.0,KENXX,TZAXX,-0.0
2022,2,24.0,KENXX,TZAXX,-0.0
2023,2,24.0,KENXX,TZAXX,0.0
2029,2,24.0,KENXX,TZAXX,0.0
2031,2,24.0,KENXX,TZAXX,-0.02
2032,2,24.0,KENXX,TZAXX,-0.02
2033,2,24.0,KENXX,TZAXX,-0.02
2034,2,24.0,KENXX,TZAXX,-0.02
2035,2,24.0,KENXX,TZAXX,-0.01
2036,2,24.0,KENXX,TZAXX,-0.05
2037,2,24.0,KENXX,TZAXX,-0.05
2038,2,24.0,KENXX,TZAXX,-0.03
2039,2,24.0,KENXX,TZAXX,-0.02
2040,2,24.0,KENXX,TZAXX,-0.02
2041,2,24.0,KENXX,TZAXX,-0.01
2042,2,24.0,KENXX,TZAXX,-0.01
2043,2,24.0,KENXX,TZAXX,-0.01
2044,2,24.0,KENXX,TZAXX,-0.01
2045,2,24.0,KENXX,TZAXX,-0.01
2046,2,24.0,KENXX,TZAXX,-0.02
2047,2,24.0,KENXX,TZAXX,-0.02
2048,2,24.0,KENXX,TZAXX,-0.02
2049,2,24.0,KENXX,TZAXX,-0.02
2050,2,24.0,KENXX,TZAXX,-0.03
2021,3,1.0,KENXX,TZAXX,-0.02
2022,3,1.0,KENXX,TZAXX,-0.02
2023,3,1.0,KENXX,TZAXX,0.02
2021,3,2.0,KENXX,TZAXX,-0.02
2022,3,2.0,KENXX,TZAXX,-0.02
2023,3,2.0,KENXX,TZAXX,0.02
2021,3,3.0,KENXX,TZAXX,-0.02
2022,3,3.0,KENXX,TZAXX,-0.02
2023,3,3.0,KENXX,TZAXX,0.02
2021,3,4.0,KENXX,TZAXX,-0.02
2022,3,4.0,KENXX,TZAXX,-0.02
2023,3,4.0,KENXX,TZAXX,0.02
2021,3,5.0,KENXX,TZAXX,-0.02
2022,3,5.0,KENXX,TZAXX,-0.02
2023,3,5.0,KENXX,TZAXX,0.02
2021,3,6.0,KENXX,TZAXX,-0.02
2022,3,6.0,KENXX,TZAXX,-0.02
2023,3,6.0,KENXX,TZAXX,0.02
2021,3,7.0,KENXX,TZAXX,-0.02
2022,3,7.0,KENXX,TZAXX,-0.02
2023,3,7.0,KENXX,TZAXX,0.02
2021,3,8.0,KENXX,TZAXX,-0.02
2022,3,8.0,KENXX,TZAXX,-0.02
2023,3,8.0,KENXX,TZAXX,0.02
2021,3,9.0,KENXX,TZAXX,-0.02
2022,3,9.0,KENXX,TZAXX,-0.02
2023,3,9.0,KENXX,TZAXX,0.02
2021,3,10.0,KENXX,TZAXX,-0.02
2022,3,10.0,KENXX,TZAXX,-0.02
2023,3,10.0,KENXX,TZAXX,0.02
2021,3,11.0,KENXX,TZAXX,-0.02
2022,3,11.0,KENXX,TZAXX,-0.02
2023,3,11.0,KENXX,TZAXX,0.02
2021,3,12.0,KENXX,TZAXX,-0.02
2022,3,12.0,KENXX,TZAXX,-0.02
2023,3,12.0,KENXX,TZAXX,0.02
2021,3,13.0,KENXX,TZAXX,-0.02
2022,3,13.0,KENXX,TZAXX,-0.02
2023,3,13.0,KENXX,TZAXX,0.02
2021,3,14.0,KENXX,TZAXX,-0.02
2022,3,14.0,KENXX,TZAXX,-0.02
2023,3,14.0,KENXX,TZAXX,0.02
2021,3,15.0,KENXX,TZAXX,-0.02
2022,3,15.0,KENXX,TZAXX,-0.02
2023,3,15.0,KENXX,TZAXX,0.02
2021,3,16.0,KENXX,TZAXX,-0.02
2022,3,16.0,KENXX,TZAXX,-0.02
2023,3,16.0,KENXX,TZAXX,0.02
2021,3,17.0,KENXX,TZAXX,-0.02
2022,3,17.0,KENXX,TZAXX,-0.02
2023,3,17.0,KENXX,TZAXX,0.02
2021,3,18.0,KENXX,TZAXX,-0.02
2022,3,18.0,KENXX,TZAXX,-0.02
2023,3,18.0,KENXX,TZAXX,0.02
2021,3,19.0,KENXX,TZAXX,-0.02
2022,3,19.0,KENXX,TZAXX,-0.02
2023,3,19.0,KENXX,TZAXX,0.02
2021,3,20.0,KENXX,TZAXX,-0.0
2022,3,20.0,KENXX,TZAXX,-0.0
2023,3,20.0,KENXX,TZAXX,0.0
2029,3,20.0,KENXX,TZAXX,0.0
2031,3,20.0,KENXX,TZAXX,-0.02
2032,3,20.0,KENXX,TZAXX,-0.02
2033,3,20.0,KENXX,TZAXX,-0.02
2034,3,20.0,KENXX,TZAXX,-0.02
2035,3,20.0,KENXX,TZAXX,-0.01
2036,3,20.0,KENXX,TZAXX,-0.05
2037,3,20.0,KENXX,TZAXX,-0.05
2038,3,20.0,KENXX,TZAXX,-0.03
2039,3,20.0,KENXX,TZAXX,-0.02
2040,3,20.0,KENXX,TZAXX,-0.02
2041,3,20.0,KENXX,TZAXX,-0.01
2042,3,20.0,KENXX,TZAXX,-0.01
2043,3,20.0,KENXX,TZAXX,-0.01
2044,3,20.0,KENXX,TZAXX,-0.01
2045,3,20.0,KENXX,TZAXX,-0.01
2046,3,20.0,KENXX,TZAXX,-0.02
2047,3,20.0,KENXX,TZAXX,-0.02
2048,3,20.0,KENXX,TZAXX,-0.02
2049,3,20.0,KENXX,TZAXX,-0.02
2050,3,20.0,KENXX,TZAXX,-0.03
2021,3,21.0,KENXX,TZAXX,-0.0
2022,3,21.0,KENXX,TZAXX,-0.0
2023,3,21.0,KENXX,TZAXX,0.0
2029,3,21.0,KENXX,TZAXX,0.0
2031,3,21.0,KENXX,TZAXX,-0.02
2032,3,21.0,KENXX,TZAXX,-0.02
2033,3,21.0,KENXX,TZAXX,-0.02
2034,3,21.0,KENXX,TZAXX,-0.02
2035,3,21.0,KENXX,TZAXX,-0.01
2036,3,21.0,KENXX,TZAXX,-0.05
2037,3,21.0,KENXX,TZAXX,-0.05
2038,3,21.0,KENXX,TZAXX,-0.03
2039,3,21.0,KENXX,TZAXX,-0.02
2040,3,21.0,KENXX,TZAXX,-0.02
2041,3,21.0,KENXX,TZAXX,-0.01
2042,3,21.0,KENXX,TZAXX,-0.01
2043,3,21.0,KENXX,TZAXX,-0.01
2044,3,21.0,KENXX,TZAXX,-0.01
2045,3,21.0,KENXX,TZAXX,-0.01
2046,3,21.0,KENXX,TZAXX,-0.02
2047,3,21.0,KENXX,TZAXX,-0.02
2048,3,21.0,KENXX,TZAXX,-0.02
2049,3,21.0,KENXX,TZAXX,-0.02
2050,3,21.0,KENXX,TZAXX,-0.03
2021,3,22.0,KENXX,TZAXX,-0.0
2022,3,22.0,KENXX,TZAXX,-0.0
2023,3,22.0,KENXX,TZAXX,0.0
2029,3,22.0,KENXX,TZAXX,0.0
2031,3,22.0,KENXX,TZAXX,-0.02
2032,3,22.0,KENXX,TZAXX,-0.02
2033,3,22.0,KENXX,TZAXX,-0.02
2034,3,22.0,KENXX,TZAXX,-0.02
2035,3,22.0,KENXX,TZAXX,-0.01
2036,3,22.0,KENXX,TZAXX,-0.05
2037,3,22.0,KENXX,TZAXX,-0.05
2038,3,22.0,KENXX,TZAXX,-0.03
2039,3,22.0,KENXX,TZAXX,-0.02
2040,3,22.0,KENXX,TZAXX,-0.02
2041,3,22.0,KENXX,TZAXX,-0.01
2042,3,22.0,KENXX,TZAXX,-0.01
2043,3,22.0,KENXX,TZAXX,-0.01
2044,3,22.0,KENXX,TZAXX,-0.01
2045,3,22.0,KENXX,TZAXX,-0.01
2046,3,22.0,KENXX,TZAXX,-0.02
2047,3,22.0,KENXX,TZAXX,-0.02
2048,3,22.0,KENXX,TZAXX,-0.02
2049,3,22.0,KENXX,TZAXX,-0.02
2050,3,22.0,KENXX,TZAXX,-0.03
2021,3,23.0,KENXX,TZAXX,-0.0
2022,3,23.0,KENXX,TZAXX,-0.0
2023,3,23.0,KENXX,TZAXX,0.0
2029,3,23.0,KENXX,TZAXX,0.0
2031,3,23.0,KENXX,TZAXX,-0.02
2032,3,23.0,KENXX,TZAXX,-0.02
2033,3,23.0,KENXX,TZAXX,-0.02
2034,3,23.0,KENXX,TZAXX,-0.02
2035,3,23.0,KENXX,TZAXX,-0.01
2036,3,23.0,KENXX,TZAXX,-0.05
2037,3,23.0,KENXX,TZAXX,-0.05
2038,3,23.0,KENXX,TZAXX,-0.03
2039,3,23.0,KENXX,TZAXX,-0.02
2040,3,23.0,KENXX,TZAXX,-0.02
2041,3,23.0,KENXX,TZAXX,-0.01
2042,3,23.0,KENXX,TZAXX,-0.01
2043,3,23.0,KENXX,TZAXX,-0.01
2044,3,23.0,KENXX,TZAXX,-0.01
2045,3,23.0,KENXX,TZAXX,-0.01
2046,3,23.0,KENXX,TZAXX,-0.02
2047,3,23.0,KENXX,TZAXX,-0.02
2048,3,23.0,KENXX,TZAXX,-0.02
2049,3,23.0,KENXX,TZAXX,-0.02
2050,3,23.0,KENXX,TZAXX,-0.03
2021,3,24.0,KENXX,TZAXX,-0.0
2022,3,24.0,KENXX,TZAXX,-0.0
2023,3,24.0,KENXX,TZAXX,0.0
2029,3,24.0,KENXX,TZAXX,0.0
2031,3,24.0,KENXX,TZAXX,-0.02
2032,3,24.0,KENXX,TZAXX,-0.02
2033,3,24.0,KENXX,TZAXX,-0.02
2034,3,24.0,KENXX,TZAXX,-0.02
2035,3,24.0,KENXX,TZAXX,-0.01
2036,3,24.0,KENXX,TZAXX,-0.05
2037,3,24.0,KENXX,TZAXX,-0.05
2038,3,24.0,KENXX,TZAXX,-0.03
2039,3,24.0,KENXX,TZAXX,-0.02
2040,3,24.0,KENXX,TZAXX,-0.02
2041,3,24.0,KENXX,TZAXX,-0.01
2042,3,24.0,KENXX,TZAXX,-0.01
2043,3,24.0,KENXX,TZAXX,-0.01
2044,3,24.0,KENXX,TZAXX,-0.01
2045,3,24.0,KENXX,TZAXX,-0.01
2046,3,24.0,KENXX,TZAXX,-0.02
2047,3,24.0,KENXX,TZAXX,-0.02
2048,3,24.0,KENXX,TZAXX,-0.02
2049,3,24.0,KENXX,TZAXX,-0.02
2050,3,24.0,KENXX,TZAXX,-0.03
2021,4,1.0,KENXX,TZAXX,-0.02
2022,4,1.0,KENXX,TZAXX,-0.02
2023,4,1.0,KENXX,TZAXX,0.02
2021,4,2.0,KENXX,TZAXX,-0.02
2022,4,2.0,KENXX,TZAXX,-0.02
2023,4,2.0,KENXX,TZAXX,0.02
2021,4,3.0,KENXX,TZAXX,-0.02
2022,4,3.0,KENXX,TZAXX,-0.02
2023,4,3.0,KENXX,TZAXX,0.02
2021,4,4.0,KENXX,TZAXX,-0.02
2022,4,4.0,KENXX,TZAXX,-0.02
2023,4,4.0,KENXX,TZAXX,0.02
2021,4,5.0,KENXX,TZAXX,-0.02
2022,4,5.0,KENXX,TZAXX,-0.02
2023,4,5.0,KENXX,TZAXX,0.02
2021,4,6.0,KENXX,TZAXX,-0.02
2022,4,6.0,KENXX,TZAXX,-0.02
2023,4,6.0,KENXX,TZAXX,0.02
2021,4,7.0,KENXX,TZAXX,-0.02
2022,4,7.0,KENXX,TZAXX,-0.02
2023,4,7.0,KENXX,TZAXX,0.02
2021,4,8.0,KENXX,TZAXX,-0.02
2022,4,8.0,KENXX,TZAXX,-0.02
2023,4,8.0,KENXX,TZAXX,0.02
2021,4,9.0,KENXX,TZAXX,-0.02
2022,4,9.0,KENXX,TZAXX,-0.02
2023,4,9.0,KENXX,TZAXX,0.02
2021,4,10.0,KENXX,TZAXX,-0.02
2022,4,10.0,KENXX,TZAXX,-0.02
2023,4,10.0,KENXX,TZAXX,0.02
